LON [°E],LAT [°N],TIEFE [KM],MAGNITUDE
7.743000000000000327e+00,4.788300000000000267e+01,3.000000000000000000e+00,8.788354999999999917e-01
9.628000000000000114e+00,4.665899999999999892e+01,6.000000000000000000e+00,6.746903600000000445e-01
7.586999999999999744e+00,4.665100000000000335e+01,8.000000000000000000e+00,9.266687399999999908e-01
6.663999999999999702e+00,4.703699999999999903e+01,2.100000000000000000e+01,1.430623100000000036e+00
7.988999999999999879e+00,4.797299999999999898e+01,1.900000000000000000e+01,1.815972300000000095e+00
7.828000000000000291e+00,4.768500000000000227e+01,3.000000000000000000e+00,7.377364600000000383e-01
8.848000000000000753e+00,4.788600000000000279e+01,1.300000000000000000e+01,9.217077900000000268e-01
9.061999999999999389e+00,4.701299999999999812e+01,9.000000000000000000e+00,1.208164699999999980e+00
7.826999999999999957e+00,4.768699999999999761e+01,3.000000000000000000e+00,5.852188799999999969e-01
9.650000000000000355e+00,4.738300000000000267e+01,9.000000000000000000e+00,7.995440299999999612e-01
7.589999999999999858e+00,4.665699999999999648e+01,9.000000000000000000e+00,8.811521599999999621e-01
6.875000000000000000e+00,4.603099999999999881e+01,5.000000000000000000e+00,1.110085699999999953e+00
7.589000000000000412e+00,4.665699999999999648e+01,8.000000000000000000e+00,5.762849700000000075e-01
9.826999999999999957e+00,4.679699999999999704e+01,8.000000000000000000e+00,7.816324900000000131e-01
7.592999999999999972e+00,4.665500000000000114e+01,8.000000000000000000e+00,9.080002999999999824e-01
7.589000000000000412e+00,4.665599999999999881e+01,8.000000000000000000e+00,7.552482600000000046e-01
7.592999999999999972e+00,4.665599999999999881e+01,8.000000000000000000e+00,4.841298900000000072e-01
7.591000000000000192e+00,4.665500000000000114e+01,8.000000000000000000e+00,7.013046400000000347e-01
7.589000000000000412e+00,4.665599999999999881e+01,8.000000000000000000e+00,6.350496799999999498e-01
7.131000000000000227e+00,4.581000000000000227e+01,4.000000000000000000e+00,9.982053899999999702e-01
7.589000000000000412e+00,4.665699999999999648e+01,8.000000000000000000e+00,9.036783000000000454e-01
7.649000000000000021e+00,4.568099999999999739e+01,1.000000000000000000e+00,1.008864699999999948e+00
1.013400000000000034e+01,4.673199999999999932e+01,9.000000000000000000e+00,1.227176800000000068e+00
7.589000000000000412e+00,4.665500000000000114e+01,8.000000000000000000e+00,8.591200199999999843e-01
7.594999999999999751e+00,4.665500000000000114e+01,8.000000000000000000e+00,7.494176099999999563e-01
7.118000000000000327e+00,4.580700000000000216e+01,4.000000000000000000e+00,6.897289399999999571e-01
7.578999999999999737e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.056824900000000067e+00
7.600999999999999979e+00,4.665400000000000347e+01,8.000000000000000000e+00,7.480136299999999849e-01
7.621000000000000441e+00,4.617499999999999716e+01,6.000000000000000000e+00,6.535687000000000024e-01
9.060999999999999943e+00,4.701899999999999835e+01,8.000000000000000000e+00,8.378582900000000055e-01
7.591000000000000192e+00,4.666100000000000136e+01,9.000000000000000000e+00,7.375770200000000276e-01
7.589000000000000412e+00,4.665899999999999892e+01,9.000000000000000000e+00,9.951801399999999909e-01
8.186999999999999389e+00,4.599000000000000199e+01,2.000000000000000000e+00,1.853068399999999949e+00
1.013599999999999923e+01,4.676700000000000301e+01,3.000000000000000000e+00,9.856695300000000159e-01
7.602999999999999758e+00,4.665299999999999869e+01,8.000000000000000000e+00,5.994492599999999838e-01
7.602999999999999758e+00,4.665400000000000347e+01,8.000000000000000000e+00,6.580007500000000231e-01
7.588000000000000078e+00,4.665400000000000347e+01,9.000000000000000000e+00,1.045258599999999927e+00
7.591999999999999638e+00,4.665899999999999892e+01,9.000000000000000000e+00,8.581771599999999944e-01
7.222000000000000419e+00,4.679699999999999704e+01,4.000000000000000000e+00,1.159986799999999985e+00
7.600999999999999979e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.005785200000000046e+00
7.575999999999999623e+00,4.665299999999999869e+01,8.000000000000000000e+00,1.034502100000000091e+00
7.573000000000000398e+00,4.664699999999999847e+01,7.000000000000000000e+00,1.159691299999999980e+00
7.732000000000000206e+00,4.769800000000000040e+01,1.700000000000000000e+01,7.761756899999999737e-01
9.731999999999999318e+00,4.677199999999999847e+01,7.000000000000000000e+00,1.438023400000000063e+00
7.591000000000000192e+00,4.665200000000000102e+01,8.000000000000000000e+00,1.024666899999999936e+00
7.589000000000000412e+00,4.665599999999999881e+01,9.000000000000000000e+00,8.101556199999999652e-01
7.703000000000000291e+00,4.547999999999999687e+01,3.000000000000000000e+00,1.640309599999999923e+00
7.583000000000000185e+00,4.665200000000000102e+01,8.000000000000000000e+00,8.377671199999999763e-01
7.584999999999999964e+00,4.665699999999999648e+01,9.000000000000000000e+00,1.067061500000000107e+00
7.889000000000000234e+00,4.596500000000000341e+01,2.000000000000000000e+00,6.150532600000000460e-01
7.583000000000000185e+00,4.665400000000000347e+01,8.000000000000000000e+00,5.707401100000000227e-01
7.578999999999999737e+00,4.664800000000000324e+01,7.000000000000000000e+00,1.640264200000000061e+00
7.588000000000000078e+00,4.665400000000000347e+01,9.000000000000000000e+00,2.679404700000000084e+00
7.581999999999999851e+00,4.664999999999999858e+01,7.000000000000000000e+00,6.585694500000000007e-01
7.586999999999999744e+00,4.665100000000000335e+01,8.000000000000000000e+00,4.869551300000000138e-01
7.581999999999999851e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.479038000000000075e+00
7.583999999999999631e+00,4.664900000000000091e+01,8.000000000000000000e+00,1.253218100000000002e+00
7.586999999999999744e+00,4.664999999999999858e+01,8.000000000000000000e+00,9.989086499999999536e-01
7.586999999999999744e+00,4.665100000000000335e+01,8.000000000000000000e+00,9.349899799999999983e-01
1.023600000000000065e+01,4.661699999999999733e+01,8.000000000000000000e+00,1.600668399999999991e+00
1.023000000000000043e+01,4.661899999999999977e+01,8.000000000000000000e+00,1.111026700000000034e+00
7.580000000000000071e+00,4.769500000000000028e+01,1.400000000000000000e+01,9.552499800000000540e-01
7.588000000000000078e+00,4.665599999999999881e+01,8.000000000000000000e+00,7.724795100000000359e-01
7.583999999999999631e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.699082399999999993e+00
7.621000000000000441e+00,4.755899999999999750e+01,1.200000000000000000e+01,7.071121900000000293e-01
7.584999999999999964e+00,4.665200000000000102e+01,8.000000000000000000e+00,2.078751299999999969e+00
9.164999999999999147e+00,4.752700000000000102e+01,2.200000000000000000e+01,1.064444799999999969e+00
7.410000000000000142e+00,4.625999999999999801e+01,7.000000000000000000e+00,9.971026200000000506e-01
7.589000000000000412e+00,4.665500000000000114e+01,8.000000000000000000e+00,9.140294599999999603e-01
7.589999999999999858e+00,4.665699999999999648e+01,8.000000000000000000e+00,7.739911200000000324e-01
7.647999999999999687e+00,4.653499999999999659e+01,7.000000000000000000e+00,1.756603600000000043e+00
9.493000000000000327e+00,4.706799999999999784e+01,8.000000000000000000e+00,6.177643600000000124e-01
1.086899999999999977e+01,4.637100000000000222e+01,1.000000000000000000e+01,1.389511099999999999e+00
7.600999999999999979e+00,4.665500000000000114e+01,8.000000000000000000e+00,6.007268199999999947e-01
7.192999999999999616e+00,4.747299999999999898e+01,1.000000000000000000e+01,2.083124699999999940e+00
7.644000000000000128e+00,4.653799999999999670e+01,8.000000000000000000e+00,6.799186000000000396e-01
7.645999999999999908e+00,4.654099999999999682e+01,6.000000000000000000e+00,6.076199899999999987e-01
7.900000000000000355e+00,4.624399999999999977e+01,2.000000000000000000e+00,5.819094200000000106e-01
7.584999999999999964e+00,4.665200000000000102e+01,8.000000000000000000e+00,5.398319499999999493e-01
7.583000000000000185e+00,4.665100000000000335e+01,8.000000000000000000e+00,7.233901000000000359e-01
7.584999999999999964e+00,4.664999999999999858e+01,8.000000000000000000e+00,9.803511599999999993e-01
9.227000000000000313e+00,4.660799999999999699e+01,5.000000000000000000e+00,1.053263099999999897e+00
7.517999999999999794e+00,4.634000000000000341e+01,4.000000000000000000e+00,1.337989600000000001e+00
7.584999999999999964e+00,4.665500000000000114e+01,8.000000000000000000e+00,5.307811199999999952e-01
7.573000000000000398e+00,4.664500000000000313e+01,7.000000000000000000e+00,1.658297799999999933e+00
7.583000000000000185e+00,4.665100000000000335e+01,8.000000000000000000e+00,1.136438000000000059e+00
7.578999999999999737e+00,4.665800000000000125e+01,8.000000000000000000e+00,8.849457600000000257e-01
7.158000000000000362e+00,4.715599999999999881e+01,7.000000000000000000e+00,1.677070000000000061e+00
7.588000000000000078e+00,4.665800000000000125e+01,9.000000000000000000e+00,1.073199599999999920e+00
7.583999999999999631e+00,4.665299999999999869e+01,8.000000000000000000e+00,5.915556699999999779e-01
7.591000000000000192e+00,4.665999999999999659e+01,8.000000000000000000e+00,8.303058500000000119e-01
7.586999999999999744e+00,4.665999999999999659e+01,9.000000000000000000e+00,1.113332100000000047e+00
9.507999999999999119e+00,4.714999999999999858e+01,8.000000000000000000e+00,6.096662099999999862e-01
9.009999999999999787e+00,4.616499999999999915e+01,1.600000000000000000e+01,1.662226200000000098e+00
7.575999999999999623e+00,4.664800000000000324e+01,7.000000000000000000e+00,6.928722200000000386e-01
7.306000000000000050e+00,4.788400000000000034e+01,1.100000000000000000e+01,2.157013599999999975e+00
7.591000000000000192e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.015461799999999970e+00
6.826999999999999957e+00,4.567000000000000171e+01,2.000000000000000000e+00,2.138316000000000106e+00
6.825000000000000178e+00,4.566700000000000159e+01,2.000000000000000000e+00,1.966490300000000024e+00
6.825000000000000178e+00,4.565800000000000125e+01,2.000000000000000000e+00,1.760783299999999940e+00
7.592999999999999972e+00,4.665800000000000125e+01,8.000000000000000000e+00,1.110174500000000064e+00
7.583999999999999631e+00,4.665299999999999869e+01,8.000000000000000000e+00,6.360409799999999780e-01
7.578999999999999737e+00,4.665200000000000102e+01,8.000000000000000000e+00,1.190680200000000077e+00
7.589000000000000412e+00,4.666100000000000136e+01,8.000000000000000000e+00,7.785609000000000002e-01
7.815999999999999837e+00,4.574799999999999756e+01,7.000000000000000000e+00,1.071600700000000073e+00
6.822000000000000064e+00,4.565800000000000125e+01,2.000000000000000000e+00,1.234756200000000081e+00
6.857000000000000206e+00,4.603099999999999881e+01,4.000000000000000000e+00,1.266776099999999960e+00
6.852000000000000313e+00,4.603600000000000136e+01,7.000000000000000000e+00,1.099540699999999926e+00
8.358000000000000540e+00,4.746000000000000085e+01,1.900000000000000000e+01,1.147372499999999906e+00
6.876000000000000334e+00,4.603399999999999892e+01,5.000000000000000000e+00,1.145734800000000053e+00
8.119999999999999218e+00,4.585099999999999909e+01,1.000000000000000000e+01,1.658750200000000063e+00
7.589000000000000412e+00,4.665699999999999648e+01,8.000000000000000000e+00,9.657611699999999466e-01
7.578999999999999737e+00,4.665100000000000335e+01,8.000000000000000000e+00,8.803942200000000051e-01
7.524000000000000021e+00,4.618500000000000227e+01,5.000000000000000000e+00,8.284713900000000297e-01
7.791000000000000369e+00,4.606799999999999784e+01,5.000000000000000000e+00,4.062502100000000005e-01
7.166999999999999815e+00,4.714500000000000313e+01,7.000000000000000000e+00,1.019011799999999912e+00
7.293000000000000149e+00,4.630599999999999739e+01,0.000000000000000000e+00,2.017754300000000001e+00
7.847000000000000419e+00,4.562899999999999778e+01,2.000000000000000000e+00,1.030145499999999936e+00
7.296999999999999709e+00,4.575800000000000267e+01,8.000000000000000000e+00,8.670172200000000329e-01
9.022000000000000242e+00,4.771900000000000119e+01,1.000000000000000000e+01,1.097004599999999996e+00
9.022999999999999687e+00,4.772099999999999653e+01,9.000000000000000000e+00,7.318284099999999848e-01
9.023999999999999133e+00,4.771999999999999886e+01,1.000000000000000000e+01,1.077795999999999976e+00
9.021000000000000796e+00,4.772299999999999898e+01,1.000000000000000000e+01,7.944012999999999769e-01
9.022000000000000242e+00,4.772200000000000131e+01,9.000000000000000000e+00,8.697274699999999470e-01
9.022999999999999687e+00,4.772399999999999665e+01,9.000000000000000000e+00,5.008031299999999852e-01
9.023999999999999133e+00,4.771800000000000352e+01,1.000000000000000000e+01,1.050691199999999936e+00
9.023999999999999133e+00,4.772099999999999653e+01,9.000000000000000000e+00,5.210470699999999455e-01
9.023999999999999133e+00,4.771900000000000119e+01,1.000000000000000000e+01,8.245680399999999466e-01
7.591999999999999638e+00,4.665599999999999881e+01,8.000000000000000000e+00,1.051583500000000004e+00
7.583000000000000185e+00,4.664999999999999858e+01,8.000000000000000000e+00,1.037147000000000041e+00
9.484999999999999432e+00,4.625200000000000244e+01,2.000000000000000000e+00,1.465455600000000080e+00
6.546000000000000263e+00,4.541199999999999903e+01,3.000000000000000000e+00,1.789391299999999907e+00
6.549000000000000377e+00,4.541400000000000148e+01,6.000000000000000000e+00,1.028554299999999921e+00
6.549000000000000377e+00,4.541400000000000148e+01,5.000000000000000000e+00,1.857785999999999937e+00
7.570999999999999730e+00,4.665899999999999892e+01,9.000000000000000000e+00,6.911478399999999578e-01
7.250000000000000000e+00,4.740100000000000335e+01,1.800000000000000000e+01,1.542334899999999953e+00
7.259999999999999787e+00,4.739699999999999847e+01,1.700000000000000000e+01,9.074727799999999789e-01
7.581999999999999851e+00,4.665299999999999869e+01,8.000000000000000000e+00,7.772588599999999959e-01
6.631000000000000227e+00,4.578399999999999892e+01,7.000000000000000000e+00,1.460009799999999913e+00
7.628000000000000114e+00,4.793500000000000227e+01,8.000000000000000000e+00,8.609293599999999769e-01
9.958999999999999631e+00,4.617999999999999972e+01,1.200000000000000000e+01,1.692385699999999993e+00
9.946999999999999176e+00,4.617699999999999960e+01,1.100000000000000000e+01,1.485121300000000089e+00
7.631000000000000227e+00,4.618200000000000216e+01,7.000000000000000000e+00,1.195751599999999998e-01
7.633000000000000007e+00,4.621099999999999852e+01,3.000000000000000000e+00,2.142250699999999897e-01
7.584999999999999964e+00,4.665100000000000335e+01,8.000000000000000000e+00,9.901688600000000395e-01
7.584999999999999964e+00,4.665299999999999869e+01,8.000000000000000000e+00,1.365502800000000017e+00
1.090300000000000047e+01,4.734100000000000108e+01,0.000000000000000000e+00,1.699341100000000049e+00
7.567999999999999616e+00,4.799399999999999977e+01,8.000000000000000000e+00,1.266440800000000033e+00
1.016699999999999982e+01,4.714699999999999847e+01,-1.000000000000000000e+00,7.641164799999999868e-01
7.666000000000000369e+00,4.544899999999999807e+01,2.000000000000000000e+00,8.243904100000000179e-01
7.769999999999999574e+00,4.798100000000000165e+01,1.600000000000000000e+01,1.154343499999999967e+00
8.912000000000000810e+00,4.748199999999999932e+01,1.000000000000000000e+01,1.020104399999999911e+00
7.573999999999999844e+00,4.664500000000000313e+01,7.000000000000000000e+00,1.729437499999999961e+00
7.652999999999999581e+00,4.727100000000000080e+01,2.400000000000000000e+01,1.698473300000000075e+00
7.841000000000000192e+00,4.743099999999999739e+01,9.000000000000000000e+00,3.451899500000000232e-01
7.421999999999999709e+00,4.635300000000000153e+01,4.000000000000000000e+00,9.613030599999999870e-01
8.143000000000000682e+00,4.799099999999999966e+01,1.000000000000000000e+01,1.089059400000000011e+00
7.581000000000000405e+00,4.665299999999999869e+01,8.000000000000000000e+00,6.653646100000000230e-01
8.170999999999999375e+00,4.653300000000000125e+01,6.000000000000000000e+00,6.330751199999999912e-01
6.889000000000000234e+00,4.603499999999999659e+01,4.000000000000000000e+00,1.142307699999999926e+00
1.010999999999999943e+01,4.711399999999999721e+01,-2.000000000000000000e+00,1.460070500000000049e+00
7.581000000000000405e+00,4.665200000000000102e+01,8.000000000000000000e+00,1.161923000000000039e+00
9.458999999999999631e+00,4.708400000000000318e+01,8.000000000000000000e+00,3.646354399999999774e-01
8.737999999999999545e+00,4.665200000000000102e+01,4.000000000000000000e+00,1.019165199999999993e+00
9.830999999999999517e+00,4.678999999999999915e+01,7.000000000000000000e+00,1.652221399999999951e+00
9.102000000000000313e+00,4.689699999999999847e+01,2.000000000000000000e+00,1.910711599999999954e+00
7.575000000000000178e+00,4.664800000000000324e+01,7.000000000000000000e+00,9.397281899999999633e-01
7.583000000000000185e+00,4.665200000000000102e+01,8.000000000000000000e+00,1.108789299999999978e+00
6.743999999999999773e+00,4.600600000000000023e+01,0.000000000000000000e+00,1.800065199999999921e+00
8.333000000000000185e+00,4.667600000000000193e+01,2.000000000000000000e+00,1.197320399999999951e+00
1.039799999999999969e+01,4.656700000000000017e+01,8.000000000000000000e+00,1.940341099999999930e+00
8.064000000000000057e+00,4.632500000000000284e+01,3.000000000000000000e+00,9.792519699999999716e-01
7.160000000000000142e+00,4.628799999999999670e+01,7.000000000000000000e+00,8.150225500000000123e-01
7.584999999999999964e+00,4.665500000000000114e+01,9.000000000000000000e+00,2.054314199999999868e+00
7.567000000000000171e+00,4.665100000000000335e+01,8.000000000000000000e+00,6.863253799999999849e-01
7.583000000000000185e+00,4.665299999999999869e+01,8.000000000000000000e+00,2.021729199999999782e+00
7.474999999999999645e+00,4.632699999999999818e+01,8.000000000000000000e+00,9.927897399999999761e-01
7.378000000000000114e+00,4.774099999999999966e+01,1.500000000000000000e+01,1.533111099999999949e+00
7.581000000000000405e+00,4.665500000000000114e+01,8.000000000000000000e+00,1.068254800000000060e+00
8.859999999999999432e+00,4.756400000000000006e+01,1.100000000000000000e+01,2.182989399999999858e+00
8.861000000000000654e+00,4.756700000000000017e+01,1.100000000000000000e+01,1.312869899999999923e+00
7.588000000000000078e+00,4.665599999999999881e+01,8.000000000000000000e+00,5.988844800000000523e-01
1.020800000000000018e+01,4.670400000000000063e+01,9.000000000000000000e+00,1.188563700000000001e+00
7.089000000000000412e+00,4.608500000000000085e+01,7.000000000000000000e+00,6.318635599999999908e-01
7.581000000000000405e+00,4.665400000000000347e+01,8.000000000000000000e+00,9.486610899999999846e-01
6.884000000000000341e+00,4.603399999999999892e+01,5.000000000000000000e+00,1.305454399999999904e+00
7.570999999999999730e+00,4.637400000000000233e+01,4.000000000000000000e+00,8.538102499999999928e-01
7.578999999999999737e+00,4.665500000000000114e+01,8.000000000000000000e+00,2.730986799999999826e-01
7.580000000000000071e+00,4.665599999999999881e+01,8.000000000000000000e+00,9.802821800000000030e-01
6.886000000000000121e+00,4.603099999999999881e+01,4.000000000000000000e+00,1.049033199999999999e+00
9.487000000000000099e+00,4.706799999999999784e+01,8.000000000000000000e+00,5.564842599999999528e-01
8.387000000000000455e+00,4.792000000000000171e+01,9.000000000000000000e+00,1.600441900000000084e+00
7.580000000000000071e+00,4.665899999999999892e+01,9.000000000000000000e+00,2.601005699999999754e-01
7.589999999999999858e+00,4.540899999999999892e+01,2.000000000000000000e+00,1.823095799999999933e+00
9.666000000000000369e+00,4.651200000000000045e+01,6.000000000000000000e+00,6.903014200000000544e-01
7.578999999999999737e+00,4.665899999999999892e+01,8.000000000000000000e+00,2.439167100000000088e-01
8.550000000000000711e+00,4.641199999999999903e+01,1.000000000000000000e+01,1.595669199999999899e+00
7.926000000000000156e+00,4.611299999999999955e+01,2.000000000000000000e+00,8.293335699999999644e-01
7.567999999999999616e+00,4.665200000000000102e+01,9.000000000000000000e+00,2.076035699999999873e-01
8.170999999999999375e+00,4.646300000000000097e+01,8.000000000000000000e+00,1.136308000000000096e+00
7.578999999999999737e+00,4.665500000000000114e+01,8.000000000000000000e+00,4.219170600000000104e-01
7.387999999999999901e+00,4.581700000000000017e+01,2.000000000000000000e+00,6.529909999999999881e-01
7.588000000000000078e+00,4.665299999999999869e+01,9.000000000000000000e+00,2.666605999999999810e+00
7.580000000000000071e+00,4.665899999999999892e+01,8.000000000000000000e+00,4.503871799999999981e-01
7.580000000000000071e+00,4.665800000000000125e+01,9.000000000000000000e+00,3.820249199999999901e-01
6.915000000000000036e+00,4.570199999999999818e+01,5.000000000000000000e+00,2.334103100000000097e+00
7.575000000000000178e+00,4.665500000000000114e+01,9.000000000000000000e+00,5.352522800000000247e-01
8.217000000000000526e+00,4.637100000000000222e+01,8.000000000000000000e+00,5.980094599999999927e-01
6.783000000000000362e+00,4.627499999999999858e+01,2.000000000000000000e+00,1.399393200000000004e+00
7.166000000000000369e+00,4.628099999999999881e+01,7.000000000000000000e+00,1.103652099999999914e+00
7.408999999999999808e+00,4.654399999999999693e+01,9.000000000000000000e+00,1.057410299999999914e+00
8.198000000000000398e+00,4.764800000000000324e+01,9.000000000000000000e+00,1.153263399999999939e+00
9.178000000000000824e+00,4.766700000000000159e+01,1.000000000000000000e+01,1.975660500000000042e+00
9.483999999999999986e+00,4.707099999999999795e+01,9.000000000000000000e+00,7.858307799999999510e-01
6.868999999999999773e+00,4.643699999999999761e+01,7.000000000000000000e+00,1.000930600000000004e+00
7.557000000000000384e+00,4.632200000000000273e+01,8.000000000000000000e+00,3.436626700000000034e-01
1.056000000000000050e+01,4.644800000000000040e+01,7.000000000000000000e+00,1.168323900000000082e+00
7.588000000000000078e+00,4.666100000000000136e+01,9.000000000000000000e+00,5.041106899999999724e-01
7.583000000000000185e+00,4.665299999999999869e+01,9.000000000000000000e+00,6.308800799999999542e-01
7.583999999999999631e+00,4.665899999999999892e+01,9.000000000000000000e+00,2.834091000000000249e-01
7.581999999999999851e+00,4.665200000000000102e+01,9.000000000000000000e+00,1.613857400000000109e+00
8.743999999999999773e+00,4.743299999999999983e+01,9.000000000000000000e+00,3.940386699999999798e-01
8.749000000000000554e+00,4.743099999999999739e+01,1.000000000000000000e+01,3.259357299999999791e-01
8.747999999999999332e+00,4.743200000000000216e+01,1.000000000000000000e+01,4.022499999999999964e-01
7.583999999999999631e+00,4.666100000000000136e+01,9.000000000000000000e+00,4.965649799999999892e-01
7.580000000000000071e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.571635400000000016e-01
8.746999999999999886e+00,4.742900000000000205e+01,1.000000000000000000e+01,7.302195000000000213e-02
7.580000000000000071e+00,4.665400000000000347e+01,8.000000000000000000e+00,2.550211199999999900e-01
8.740999999999999659e+00,4.742799999999999727e+01,9.000000000000000000e+00,4.026715599999999839e-01
7.642000000000000348e+00,4.635499999999999687e+01,7.000000000000000000e+00,6.722938299999999812e-01
6.972999999999999865e+00,4.585999999999999943e+01,3.000000000000000000e+00,1.456964900000000007e+00
7.570999999999999730e+00,4.665400000000000347e+01,8.000000000000000000e+00,3.282562099999999927e-01
7.583000000000000185e+00,4.665500000000000114e+01,8.000000000000000000e+00,6.342238500000000334e-01
7.583000000000000185e+00,4.665599999999999881e+01,8.000000000000000000e+00,8.442880699999999461e-01
7.211000000000000298e+00,4.594299999999999784e+01,2.000000000000000000e+00,1.629547300000000032e+00
7.586999999999999744e+00,4.665699999999999648e+01,8.000000000000000000e+00,1.776420899999999969e+00
1.058900000000000041e+01,4.639900000000000091e+01,3.000000000000000000e+00,1.082048200000000016e+00
1.058900000000000041e+01,4.640100000000000335e+01,4.000000000000000000e+00,8.777950700000000106e-01
1.059900000000000020e+01,4.641299999999999670e+01,8.000000000000000000e+00,2.134361499999999801e+00
7.575000000000000178e+00,4.665500000000000114e+01,8.000000000000000000e+00,4.197435199999999811e-01
1.060999999999999943e+01,4.640899999999999892e+01,5.000000000000000000e+00,1.143933300000000042e+00
1.059399999999999942e+01,4.641799999999999926e+01,9.000000000000000000e+00,2.395995099999999933e+00
8.746000000000000441e+00,4.743299999999999983e+01,1.000000000000000000e+01,3.167475399999999941e-01
8.749000000000000554e+00,4.742600000000000193e+01,9.000000000000000000e+00,1.233886500000000108e+00
1.060699999999999932e+01,4.641100000000000136e+01,3.000000000000000000e+00,1.105163200000000012e+00
8.743999999999999773e+00,4.741899999999999693e+01,1.100000000000000000e+01,3.909896199999999822e-01
7.576999999999999957e+00,4.665699999999999648e+01,8.000000000000000000e+00,3.971054700000000159e-01
1.056000000000000050e+01,4.641199999999999903e+01,1.000000000000000000e+01,2.942379199999999972e+00
1.060399999999999920e+01,4.641499999999999915e+01,6.000000000000000000e+00,2.382266299999999948e+00
1.010399999999999920e+01,4.664800000000000324e+01,5.000000000000000000e+00,1.483206299999999978e+00
9.285000000000000142e+00,4.727799999999999869e+01,6.000000000000000000e+00,8.343868100000000343e-01
7.581000000000000405e+00,4.665299999999999869e+01,8.000000000000000000e+00,1.102238599999999957e+00
1.057199999999999918e+01,4.640100000000000335e+01,5.000000000000000000e+00,8.583790500000000323e-01
7.152000000000000135e+00,4.577900000000000347e+01,4.000000000000000000e+00,7.757656400000000341e-01
7.147999999999999687e+00,4.577900000000000347e+01,4.000000000000000000e+00,8.999295400000000278e-01
9.494999999999999218e+00,4.706099999999999994e+01,7.000000000000000000e+00,1.275456300000000098e+00
7.214999999999999858e+00,4.625000000000000000e+01,7.000000000000000000e+00,2.525962600000000169e+00
7.570999999999999730e+00,4.799199999999999733e+01,3.000000000000000000e+00,1.922365300000000055e+00
7.583999999999999631e+00,4.665899999999999892e+01,8.000000000000000000e+00,2.863786899999999913e-01
7.578999999999999737e+00,4.665699999999999648e+01,8.000000000000000000e+00,6.774507800000000302e-01
6.844000000000000306e+00,4.610799999999999699e+01,1.000000000000000000e+00,1.104098400000000035e+00
8.105999999999999872e+00,4.637199999999999989e+01,9.000000000000000000e+00,1.171864699999999981e+00
7.195000000000000284e+00,4.628900000000000148e+01,7.000000000000000000e+00,4.944309599999999749e-01
7.586999999999999744e+00,4.665100000000000335e+01,8.000000000000000000e+00,7.651159499999999891e-01
7.584999999999999964e+00,4.665299999999999869e+01,8.000000000000000000e+00,1.429775299999999971e+00
7.580000000000000071e+00,4.664999999999999858e+01,8.000000000000000000e+00,1.747416099999999917e+00
7.583999999999999631e+00,4.665599999999999881e+01,9.000000000000000000e+00,5.896880799999999478e-01
7.581000000000000405e+00,4.665599999999999881e+01,8.000000000000000000e+00,7.522873700000000108e-01
7.578999999999999737e+00,4.665699999999999648e+01,8.000000000000000000e+00,7.265853399999999684e-01
8.898999999999999133e+00,4.767999999999999972e+01,9.000000000000000000e+00,1.066439499999999985e+00
7.580000000000000071e+00,4.665400000000000347e+01,8.000000000000000000e+00,4.429133299999999940e-01
7.576999999999999957e+00,4.665500000000000114e+01,8.000000000000000000e+00,2.644679200000000230e-01
1.058099999999999952e+01,4.640200000000000102e+01,5.000000000000000000e+00,1.394664899999999985e+00
1.059299999999999997e+01,4.640699999999999648e+01,5.000000000000000000e+00,1.985126799999999969e+00
6.903999999999999915e+00,4.691199999999999903e+01,0.000000000000000000e+00,1.597902099999999992e+00
8.079000000000000625e+00,4.774699999999999989e+01,1.200000000000000000e+01,6.695035400000000081e-01
6.711999999999999744e+00,4.611099999999999710e+01,4.000000000000000000e+00,1.658269500000000063e+00
6.698999999999999844e+00,4.612100000000000222e+01,2.000000000000000000e+00,1.578998300000000077e+00
7.602000000000000313e+00,4.750099999999999767e+01,1.000000000000000000e+01,9.788401500000000199e-01
7.463000000000000078e+00,4.639300000000000068e+01,2.000000000000000000e+00,1.013587299999999969e+00
7.584999999999999964e+00,4.665100000000000335e+01,8.000000000000000000e+00,7.999623099999999543e-01
1.012299999999999933e+01,4.688000000000000256e+01,8.000000000000000000e+00,1.207735900000000084e+00
7.575999999999999623e+00,4.665299999999999869e+01,8.000000000000000000e+00,5.330157300000000209e-01
7.788999999999999702e+00,4.746800000000000352e+01,1.700000000000000000e+01,1.193964699999999990e+00
7.560999999999999943e+00,4.624600000000000222e+01,5.000000000000000000e+00,4.779861699999999880e-01
7.584999999999999964e+00,4.665599999999999881e+01,9.000000000000000000e+00,5.526320999999999595e-01
8.381999999999999673e+00,4.658599999999999852e+01,6.000000000000000000e+00,6.019071700000000469e-01
7.576999999999999957e+00,4.665500000000000114e+01,8.000000000000000000e+00,3.884593299999999916e-01
6.972999999999999865e+00,4.581799999999999784e+01,5.000000000000000000e+00,1.282267800000000069e+00
1.032300000000000040e+01,4.667199999999999704e+01,7.000000000000000000e+00,1.037868999999999930e+00
