LON [°E],LAT [°N],TIEFE [KM],MAGNITUDE
7.575000000000000178e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.678244700000000145e-01
6.897999999999999687e+00,4.589399999999999835e+01,4.000000000000000000e+00,7.889116099999999854e-01
9.595000000000000639e+00,4.716400000000000148e+01,8.000000000000000000e+00,1.166248500000000021e+00
7.405999999999999694e+00,4.626400000000000290e+01,8.000000000000000000e+00,6.240869599999999684e-01
7.272000000000000242e+00,4.709799999999999898e+01,0.000000000000000000e+00,1.762204399999999893e+00
7.847999999999999865e+00,4.744500000000000028e+01,1.100000000000000000e+01,7.190372900000000511e-01
1.059699999999999953e+01,4.640400000000000347e+01,2.000000000000000000e+00,6.369132199999999466e-01
7.541999999999999815e+00,4.635000000000000142e+01,8.000000000000000000e+00,1.203974199999999994e+00
7.557000000000000384e+00,4.665299999999999869e+01,8.000000000000000000e+00,3.942789999999999906e-01
7.573999999999999844e+00,4.664699999999999847e+01,7.000000000000000000e+00,6.568673299999999715e-01
7.575000000000000178e+00,4.664900000000000091e+01,7.000000000000000000e+00,8.980150399999999866e-01
7.576999999999999957e+00,4.664900000000000091e+01,7.000000000000000000e+00,7.179229599999999989e-01
7.004999999999999893e+00,4.660999999999999943e+01,9.000000000000000000e+00,1.158551700000000073e+00
7.429000000000000270e+00,4.792199999999999704e+01,1.100000000000000000e+01,1.730847900000000106e+00
7.945999999999999730e+00,4.624799999999999756e+01,7.000000000000000000e+00,1.087454200000000037e+00
7.155999999999999694e+00,4.626899999999999835e+01,6.000000000000000000e+00,9.450563400000000502e-01
1.031400000000000006e+01,4.666100000000000136e+01,8.000000000000000000e+00,8.233029099999999989e-01
7.012999999999999901e+00,4.594100000000000250e+01,4.000000000000000000e+00,6.588242500000000001e-01
8.925000000000000711e+00,4.626700000000000301e+01,3.000000000000000000e+00,8.688973399999999625e-01
7.573000000000000398e+00,4.628000000000000114e+01,4.000000000000000000e+00,7.513313900000000434e-01
9.961000000000000298e+00,4.650200000000000244e+01,4.000000000000000000e+00,1.443849299999999891e+00
8.672000000000000597e+00,4.744500000000000028e+01,1.200000000000000000e+01,2.752957599999999783e+00
9.490999999999999659e+00,4.706900000000000261e+01,8.000000000000000000e+00,5.613619300000000090e-01
9.451000000000000512e+00,4.708599999999999852e+01,9.000000000000000000e+00,4.406473300000000037e-01
9.487000000000000099e+00,4.707000000000000028e+01,9.000000000000000000e+00,3.460907899999999815e-01
8.672000000000000597e+00,4.744700000000000273e+01,1.200000000000000000e+01,1.687086000000000086e+00
8.669999999999999929e+00,4.744899999999999807e+01,1.000000000000000000e+01,7.094819199999999881e-01
8.672000000000000597e+00,4.744400000000000261e+01,1.100000000000000000e+01,1.632698900000000064e+00
7.703000000000000291e+00,4.590500000000000114e+01,6.000000000000000000e+00,2.025953799999999916e+00
8.849999999999999645e+00,4.683599999999999852e+01,1.000000000000000000e+00,8.090833600000000292e-01
9.185999999999999943e+00,4.713000000000000256e+01,0.000000000000000000e+00,3.146207400000000209e+00
9.596999999999999531e+00,4.652700000000000102e+01,5.000000000000000000e+00,6.260175500000000337e-01
7.580000000000000071e+00,4.665400000000000347e+01,8.000000000000000000e+00,1.893384100000000014e+00
7.573000000000000398e+00,4.664800000000000324e+01,7.000000000000000000e+00,6.632983900000000155e-01
1.059099999999999930e+01,4.624300000000000210e+01,5.000000000000000000e+00,1.343615400000000015e+00
6.873000000000000220e+00,4.603199999999999648e+01,4.000000000000000000e+00,9.953532099999999883e-01
6.876999999999999780e+00,4.603300000000000125e+01,4.000000000000000000e+00,6.673433699999999913e-01
6.875000000000000000e+00,4.603300000000000125e+01,5.000000000000000000e+00,1.588304299999999891e+00
9.060000000000000497e+00,4.685399999999999920e+01,3.000000000000000000e+00,1.262819700000000100e+00
6.641000000000000014e+00,4.589900000000000091e+01,7.000000000000000000e+00,8.738852599999999970e-01
7.439000000000000057e+00,4.617799999999999727e+01,2.000000000000000000e+00,-2.334216600000000030e-01
1.059500000000000064e+01,4.642099999999999937e+01,5.000000000000000000e+00,1.085443699999999900e+00
1.081700000000000017e+01,4.637800000000000011e+01,9.000000000000000000e+00,1.057719700000000040e+00
7.612000000000000099e+00,4.753300000000000125e+01,1.000000000000000000e+01,1.460009200000000007e+00
7.562000000000000277e+00,4.665100000000000335e+01,8.000000000000000000e+00,3.579683699999999802e-01
9.958999999999999631e+00,4.662400000000000233e+01,9.000000000000000000e+00,1.270678200000000091e+00
1.068599999999999994e+01,4.675200000000000244e+01,9.000000000000000000e+00,1.804044500000000051e+00
9.211999999999999744e+00,4.637500000000000000e+01,4.000000000000000000e+00,2.223249599999999937e+00
7.847999999999999865e+00,4.744500000000000028e+01,1.100000000000000000e+01,8.634261699999999928e-01
7.565000000000000391e+00,4.664600000000000080e+01,8.000000000000000000e+00,5.666748099999999733e-01
7.352000000000000313e+00,4.584700000000000131e+01,1.000000000000000000e+00,5.154878400000000305e-01
8.314000000000000057e+00,4.743800000000000239e+01,1.700000000000000000e+01,1.371941599999999983e+00
7.020999999999999908e+00,4.613000000000000256e+01,8.000000000000000000e+00,9.184496199999999666e-01
7.583000000000000185e+00,4.665400000000000347e+01,9.000000000000000000e+00,1.188362799999999941e+00
7.854000000000000092e+00,4.745000000000000284e+01,1.000000000000000000e+01,1.053736999999999924e+00
7.581000000000000405e+00,4.665699999999999648e+01,9.000000000000000000e+00,1.343122099999999985e+00
7.565000000000000391e+00,4.664399999999999835e+01,6.000000000000000000e+00,5.655057300000000398e-01
9.224999999999999645e+00,4.738000000000000256e+01,-1.000000000000000000e+00,9.091749000000000080e-01
9.221999999999999531e+00,4.738000000000000256e+01,-1.000000000000000000e+00,1.633411499999999905e-01
6.873000000000000220e+00,4.603099999999999881e+01,5.000000000000000000e+00,3.223337200000000013e+00
6.870000000000000107e+00,4.603199999999999648e+01,5.000000000000000000e+00,9.716787199999999958e-01
6.865000000000000213e+00,4.603900000000000148e+01,5.000000000000000000e+00,7.807071599999999556e-01
6.866999999999999993e+00,4.603799999999999670e+01,4.000000000000000000e+00,7.640636499999999831e-01
7.615999999999999659e+00,4.785099999999999909e+01,1.000000000000000000e+01,1.203335700000000008e+00
7.169999999999999929e+00,4.693099999999999739e+01,5.000000000000000000e+00,1.666919800000000063e+00
7.581000000000000405e+00,4.665500000000000114e+01,9.000000000000000000e+00,1.071883200000000036e+00
7.842999999999999972e+00,4.744800000000000040e+01,1.100000000000000000e+01,9.539229500000000472e-01
9.515000000000000568e+00,4.706900000000000261e+01,1.000000000000000000e+00,6.160118300000000380e-01
7.429999999999999716e+00,4.632900000000000063e+01,6.000000000000000000e+00,1.082765999999999895e+00
7.852000000000000313e+00,4.761699999999999733e+01,1.700000000000000000e+01,8.448266899999999913e-01
9.637000000000000455e+00,4.661299999999999955e+01,3.000000000000000000e+00,6.222363199999999539e-01
7.576999999999999957e+00,4.664999999999999858e+01,8.000000000000000000e+00,9.806769100000000128e-01
7.413000000000000256e+00,4.634700000000000131e+01,1.000000000000000000e+00,7.543081200000000264e-01
7.158999999999999808e+00,4.587599999999999767e+01,4.000000000000000000e+00,7.468657300000000054e-01
7.578000000000000291e+00,4.665299999999999869e+01,8.000000000000000000e+00,2.763325200000000259e-01
7.224000000000000199e+00,4.682399999999999807e+01,4.000000000000000000e+00,2.247879399999999972e+00
6.733999999999999986e+00,4.614399999999999835e+01,-2.000000000000000000e+00,1.003980300000000048e+00
7.128000000000000114e+00,4.691100000000000136e+01,-1.000000000000000000e+00,9.900059700000000129e-01
9.814999999999999503e+00,4.661299999999999955e+01,7.000000000000000000e+00,1.395674400000000093e+00
6.905000000000000249e+00,4.603900000000000148e+01,4.000000000000000000e+00,2.814204699999999892e+00
9.403000000000000469e+00,4.716700000000000159e+01,3.000000000000000000e+00,2.363015100000000146e+00
9.404999999999999361e+00,4.717300000000000182e+01,2.000000000000000000e+00,1.101298700000000075e+00
9.410999999999999588e+00,4.717900000000000205e+01,2.000000000000000000e+00,-3.900902199999999875e-01
9.657000000000000028e+00,4.657800000000000296e+01,5.000000000000000000e+00,1.075829200000000041e+00
9.657000000000000028e+00,4.656499999999999773e+01,1.100000000000000000e+01,1.038423499999999944e+00
9.343999999999999417e+00,4.720900000000000318e+01,-1.000000000000000000e+00,6.022799599999999476e-01
8.493000000000000327e+00,4.667799999999999727e+01,2.000000000000000000e+00,1.674290599999999907e-01
7.134000000000000341e+00,4.580799999999999983e+01,4.000000000000000000e+00,7.259112699999999974e-01
6.891000000000000014e+00,4.604299999999999926e+01,4.000000000000000000e+00,9.607177900000000159e-01
6.894999999999999574e+00,4.603999999999999915e+01,4.000000000000000000e+00,6.750322800000000401e-01
9.400999999999999801e+00,4.715899999999999892e+01,4.000000000000000000e+00,2.698060100000000183e+00
8.025000000000000355e+00,4.618099999999999739e+01,1.000000000000000000e+00,2.642713700000000054e-01
9.435000000000000497e+00,4.708899999999999864e+01,9.000000000000000000e+00,4.500860999999999890e-01
7.844000000000000306e+00,4.744599999999999795e+01,1.200000000000000000e+01,3.345149700000000226e-01
9.387999999999999901e+00,4.717199999999999704e+01,0.000000000000000000e+00,1.372807700000000075e+00
9.385999999999999233e+00,4.718399999999999750e+01,-1.000000000000000000e+00,5.586426100000000394e-01
1.002100000000000080e+01,4.684300000000000352e+01,7.000000000000000000e+00,9.631538499999999781e-01
7.347000000000000419e+00,4.632699999999999818e+01,3.000000000000000000e+00,7.872316099999999706e-01
9.089000000000000412e+00,4.690699999999999648e+01,2.000000000000000000e+00,1.331336999999999993e+00
7.581999999999999851e+00,4.665299999999999869e+01,9.000000000000000000e+00,1.640486099999999947e+00
7.578000000000000291e+00,4.665200000000000102e+01,9.000000000000000000e+00,1.188787400000000050e+00
8.317000000000000171e+00,4.744200000000000017e+01,1.800000000000000000e+01,8.254527600000000076e-01
7.581000000000000405e+00,4.665200000000000102e+01,9.000000000000000000e+00,1.093928900000000093e+00
8.920999999999999375e+00,4.690699999999999648e+01,6.000000000000000000e+00,9.477830099999999813e-01
6.871999999999999886e+00,4.603600000000000136e+01,5.000000000000000000e+00,7.836654800000000254e-01
7.756000000000000227e+00,4.617900000000000205e+01,3.000000000000000000e+00,4.635738699999999990e-01
1.043299999999999983e+01,4.667600000000000193e+01,9.000000000000000000e+00,4.776248300000000002e-01
7.001999999999999780e+00,4.611200000000000188e+01,5.000000000000000000e+00,8.578082700000000393e-01
7.527000000000000135e+00,4.633700000000000330e+01,2.000000000000000000e+00,4.939928399999999886e-01
1.007600000000000051e+01,4.712100000000000222e+01,0.000000000000000000e+00,1.017893600000000065e+00
7.982000000000000206e+00,4.629999999999999716e+01,7.000000000000000000e+00,8.694950099999999571e-01
6.873000000000000220e+00,4.603499999999999659e+01,4.000000000000000000e+00,5.207396199999999586e-01
7.413000000000000256e+00,4.633400000000000318e+01,1.000000000000000000e+00,7.062874599999999781e-01
6.875000000000000000e+00,4.603499999999999659e+01,5.000000000000000000e+00,2.124700300000000208e+00
6.868000000000000327e+00,4.603399999999999892e+01,4.000000000000000000e+00,7.149236199999999819e-01
6.870000000000000107e+00,4.603499999999999659e+01,4.000000000000000000e+00,1.401152600000000081e+00
9.147000000000000242e+00,4.751400000000000290e+01,2.500000000000000000e+01,3.271614899999999881e+00
7.448000000000000398e+00,4.623700000000000188e+01,0.000000000000000000e+00,1.949224800000000091e+00
8.502000000000000668e+00,4.667399999999999949e+01,5.000000000000000000e+00,1.011238899999999941e+00
8.496999999999999886e+00,4.667600000000000193e+01,5.000000000000000000e+00,3.662913400000000208e-01
6.871000000000000441e+00,4.602799999999999869e+01,5.000000000000000000e+00,9.779073999999999822e-01
6.783000000000000362e+00,4.679099999999999682e+01,2.900000000000000000e+01,3.064781800000000000e+00
7.575999999999999623e+00,4.665100000000000335e+01,8.000000000000000000e+00,4.482670899999999792e-01
6.873000000000000220e+00,4.603900000000000148e+01,4.000000000000000000e+00,1.181385499999999977e+00
1.006000000000000050e+01,4.564900000000000091e+01,3.200000000000000000e+01,2.307711900000000149e+00
6.995000000000000107e+00,4.617600000000000193e+01,-1.000000000000000000e+00,8.924133899999999731e-01
9.394999999999999574e+00,4.718099999999999739e+01,2.000000000000000000e+00,-6.305225000000000413e-02
9.535999999999999588e+00,4.704200000000000159e+01,7.000000000000000000e+00,3.851185300000000145e-01
9.412000000000000810e+00,4.718999999999999773e+01,-1.000000000000000000e+00,-1.363394500000000009e-01
9.391000000000000014e+00,4.717900000000000205e+01,2.000000000000000000e+00,8.426746999999999987e-01
9.400000000000000355e+00,4.717300000000000182e+01,2.000000000000000000e+00,1.239534600000000042e+00
9.362999999999999545e+00,4.767099999999999937e+01,2.200000000000000000e+01,1.921761400000000064e+00
9.221000000000000085e+00,4.691100000000000136e+01,4.000000000000000000e+00,1.025504799999999994e+00
7.599000000000000199e+00,4.758100000000000307e+01,6.000000000000000000e+00,3.200403700000000184e-01
7.604000000000000092e+00,4.758800000000000097e+01,7.000000000000000000e+00,1.479393500000000028e+00
7.451999999999999957e+00,4.634300000000000352e+01,1.000000000000000000e+00,7.233706300000000144e-01
9.823999999999999844e+00,4.748899999999999721e+01,2.500000000000000000e+01,7.332473699999999539e-01
9.826000000000000512e+00,4.748799999999999955e+01,2.500000000000000000e+01,7.152672700000000106e-01
9.391000000000000014e+00,4.717699999999999960e+01,1.000000000000000000e+00,9.198471799999999865e-01
8.967999999999999972e+00,4.684599999999999653e+01,1.000000000000000000e+00,1.221985799999999900e+00
9.080999999999999517e+00,4.672699999999999676e+01,8.000000000000000000e+00,6.806750200000000195e-01
6.924999999999999822e+00,4.621000000000000085e+01,1.000000000000000000e+00,5.730103199999999619e-01
7.003999999999999559e+00,4.598599999999999710e+01,1.000000000000000000e+00,5.628984200000000104e-01
6.993999999999999773e+00,4.598499999999999943e+01,2.000000000000000000e+00,6.093561800000000250e-01
6.996000000000000441e+00,4.598599999999999710e+01,7.000000000000000000e+00,2.406825599999999898e+00
6.990000000000000213e+00,4.598400000000000176e+01,4.000000000000000000e+00,1.040823999999999971e+00
6.993000000000000327e+00,4.598599999999999710e+01,2.000000000000000000e+00,5.226096599999999759e-01
7.022000000000000242e+00,4.599900000000000233e+01,2.000000000000000000e+00,3.056133600000000006e-01
9.503999999999999559e+00,4.707300000000000040e+01,7.000000000000000000e+00,5.757522999999999808e-02
7.001999999999999780e+00,4.598899999999999721e+01,7.000000000000000000e+00,2.553328899999999901e+00
1.074099999999999966e+01,4.636599999999999966e+01,1.500000000000000000e+01,1.488285999999999998e+00
7.301000000000000156e+00,4.628900000000000148e+01,5.000000000000000000e+00,5.616704099999999533e-01
7.575000000000000178e+00,4.665100000000000335e+01,8.000000000000000000e+00,7.893269800000000114e-01
7.589000000000000412e+00,4.773400000000000176e+01,1.100000000000000000e+01,1.334773699999999952e+00
7.578000000000000291e+00,4.665299999999999869e+01,9.000000000000000000e+00,1.511269500000000043e+00
9.494999999999999218e+00,4.706499999999999773e+01,7.000000000000000000e+00,4.358946599999999894e-01
9.236000000000000654e+00,4.691299999999999670e+01,4.000000000000000000e+00,1.035108799999999940e+00
9.236000000000000654e+00,4.690899999999999892e+01,6.000000000000000000e+00,5.513742400000000154e-01
