"poi_id","kategorie","quartier","strasse","baumgattunglat","baumartlat","baumnamelat","baumnamedeu","baumnummer","status","baumtyp","baumtyptext","kronendurchmesser","pflanzjahr","genauigkeit","objectid","geometry"
"UN-6347","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6347","Kanton","4","Höhe:10-20m, Breite:<10m","10","1985","Bildschirmeingabe","51496","POINT (2683434.8 1250410.9)"
"UN-6348","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6348","Kanton","4","Höhe:10-20m, Breite:<10m","6","1995","Bildschirmeingabe","51497","POINT (2683433.5 1250410.5)"
"UN-6351","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6351","Kanton","4","Höhe:10-20m, Breite:<10m","9","1985","Bildschirmeingabe","51498","POINT (2683435.8 1250388.9)"
"UN-6352","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6352","Kanton","4","Höhe:10-20m, Breite:<10m","9","1985","Bildschirmeingabe","51499","POINT (2683437 1250390.8)"
"UN-6295","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6295","Kanton","4","Höhe:10-20m, Breite:<10m","9","1985","Bildschirmeingabe","51500","POINT (2683438.5 1250380.5)"
"UN-6296","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6296","Kanton","4","Höhe:10-20m, Breite:<10m","11","1985","Bildschirmeingabe","51501","POINT (2683439.8 1250382)"
"UN-6297","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6297","Kanton","4","Höhe:10-20m, Breite:<10m","11","1985","Bildschirmeingabe","51502","POINT (2683443.2 1250385.6)"
"UN-6354","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6354","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51503","POINT (2683439.8 1250389)"
"UN-6353","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6353","Kanton","4","Höhe:10-20m, Breite:<10m","11","1985","Bildschirmeingabe","51504","POINT (2683438.5 1250389.9)"
"UN-6355","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6355","Kanton","4","Höhe:10-20m, Breite:<10m","10","1985","Bildschirmeingabe","51505","POINT (2683443 1250392.2)"
"UN-6323","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","UN-6323","Kanton","6","Obstbäume","10","1995","Bildschirmeingabe","51506","POINT (2683447 1250397.1)"
"UN-6356","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","spec.","Salix spec.","Weide, Art unbekannt","UN-6356","Kanton","0","nicht zugeordnet","6","2005","Bildschirmeingabe","51507","POINT (2683427 1250385.1)"
"UN-6357","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6357","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51508","POINT (2683429.2 1250382.6)"
"UN-6294","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6294","Kanton","0","nicht zugeordnet","6","1990","Bildschirmeingabe","51509","POINT (2683432.5 1250371.2)"
"UN-6298","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6298","Kanton","0","nicht zugeordnet","7","1990","Bildschirmeingabe","51510","POINT (2683429.5 1250368)"
"UN-6293","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","UN-6293","Kanton","0","nicht zugeordnet","11","1985","Bildschirmeingabe","51511","POINT (2683437.5 1250374.2)"
"UN-6358","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6358","Kanton","4","Höhe:10-20m, Breite:<10m","13","1985","Bildschirmeingabe","51512","POINT (2683426 1250372.2)"
"UN-6359","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","UN-6359","Kanton","6","Obstbäume","7","2000","Bildschirmeingabe","51513","POINT (2683421.8 1250369.9)"
"UN-6360","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6360","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51514","POINT (2683413.5 1250370.8)"
"UN-6361","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6361","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51515","POINT (2683412.5 1250369.6)"
"UN-6362","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6362","Kanton","4","Höhe:10-20m, Breite:<10m","10","1990","Bildschirmeingabe","51516","POINT (2683406.2 1250374.8)"
"UN-6363","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","UN-6363","Kanton","6","Obstbäume","6","2000","Bildschirmeingabe","51517","POINT (2683413.2 1250387.9)"
"UN-6364","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","caprea","Salix caprea","Sal-Weide","UN-6364","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51518","POINT (2683410 1250391)"
"UN-6365","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Alnus","spec.","Alnus spec.","Erle, Art unbekannt","UN-6365","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51519","POINT (2683412.8 1250391.1)"
"UN-6366","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Alnus","glutinosa","Alnus glutinosa","Schwarz-Erle, Rot-Erle","UN-6366","Kanton","4","Höhe:10-20m, Breite:<10m","7","1995","Bildschirmeingabe","51520","POINT (2683415.8 1250392.2)"
"UN-6367","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Alnus","spec.","Alnus spec.","Erle, Art unbekannt","UN-6367","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51521","POINT (2683409.5 1250397.2)"
"UN-6368","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","caprea","Salix caprea","Sal-Weide","UN-6368","Kanton","0","nicht zugeordnet","6","1995","Bildschirmeingabe","51522","POINT (2683419.2 1250402.5)"
"UN-6370","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6370","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51523","POINT (2683375.8 1250399.9)"
"UN-6372","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6372","Kanton","4","Höhe:10-20m, Breite:<10m","5","1995","Bildschirmeingabe","51524","POINT (2683390.2 1250392.4)"
"UN-6371","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6371","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51525","POINT (2683375.8 1250401.1)"
"UN-6374","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6374","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51526","POINT (2683386.2 1250398)"
"UN-6373","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6373","Kanton","0","nicht zugeordnet","11","1985","Bildschirmeingabe","51527","POINT (2683384 1250396.2)"
"UN-6378","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6378","Kanton","0","nicht zugeordnet","8","1990","Bildschirmeingabe","51528","POINT (2683395 1250397.9)"
"UN-6375","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6375","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51529","POINT (2683384.8 1250405.9)"
"UN-6376","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6376","Kanton","4","Höhe:10-20m, Breite:<10m","9","1985","Bildschirmeingabe","51530","POINT (2683386.5 1250406.5)"
"UN-6377","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6377","Kanton","0","nicht zugeordnet","11","1985","Bildschirmeingabe","51531","POINT (2683390.5 1250409)"
"UN-6379","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","UN-6379","Kanton","0","nicht zugeordnet","10","1990","Bildschirmeingabe","51532","POINT (2683395.5 1250405.4)"
"UN-6380","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6380","Kanton","0","nicht zugeordnet","9","1985","Bildschirmeingabe","51533","POINT (2683396.5 1250407)"
"UN-6381","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","UN-6381","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51534","POINT (2683398.2 1250405)"
"UN-6382","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6382","Kanton","0","nicht zugeordnet","8","1985","Bildschirmeingabe","51535","POINT (2683399 1250406.9)"
"UN-6383","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Robinia","pseudoacacia","Robinia pseudoacacia","Robinie, Schein-Akazie","UN-6383","Kanton","1","Höhe:>20m, Breite:>10m","6","1995","Bildschirmeingabe","51536","POINT (2683402.5 1250405)"
"UN-6384","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Robinia","pseudoacacia","Robinia pseudoacacia","Robinie, Schein-Akazie","UN-6384","Kanton","1","Höhe:>20m, Breite:>10m","7","1995","Bildschirmeingabe","51537","POINT (2683402.5 1250399.8)"
"UN-6385","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Robinia","pseudoacacia","Robinia pseudoacacia","Robinie, Schein-Akazie","UN-6385","Kanton","1","Höhe:>20m, Breite:>10m","6","1995","Bildschirmeingabe","51538","POINT (2683404.8 1250400.2)"
"UN-6386","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6386","Kanton","0","nicht zugeordnet","6","1995","Bildschirmeingabe","51539","POINT (2683405.5 1250402.8)"
"UN-6369","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","caprea","Salix caprea","Sal-Weide","UN-6369","Kanton","0","nicht zugeordnet","6","1995","Bildschirmeingabe","51540","POINT (2683417.8 1250405.1)"
"UN-6387","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Prunus","padus","Prunus padus","Trauben-Kirsche, Faulbaum","UN-6387","Kanton","0","nicht zugeordnet","9","1995","Bildschirmeingabe","51541","POINT (2683405.2 1250407.6)"
"UN-6388","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6388","Kanton","0","nicht zugeordnet","12","1980","Bildschirmeingabe","51542","POINT (2683404.5 1250410.6)"
"UN-6389","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6389","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51543","POINT (2683407.2 1250412.1)"
"UN-6390","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6390","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51544","POINT (2683410.2 1250421.8)"
"UN-6391","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6391","Kanton","0","nicht zugeordnet","11","1985","Bildschirmeingabe","51545","POINT (2683415.2 1250428.4)"
"UN-6392","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6392","Kanton","0","nicht zugeordnet","15","1985","Bildschirmeingabe","51546","POINT (2683425.2 1250425.4)"
"UN-6393","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6393","Kanton","0","nicht zugeordnet","10","1990","Bildschirmeingabe","51547","POINT (2683420.8 1250443.5)"
"UN-6394","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6394","Kanton","0","nicht zugeordnet","12","1985","Bildschirmeingabe","51548","POINT (2683431.8 1250443.4)"
"UN-6395","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6395","Kanton","0","nicht zugeordnet","5","2000","Bildschirmeingabe","51549","POINT (2683429.2 1250448.1)"
"UN-6396","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Ulmus","spec.","Ulmus spec.","Ulme, Art unbekannt","UN-6396","Kanton","0","nicht zugeordnet","8","1995","Bildschirmeingabe","51550","POINT (2683432 1250448.6)"
"UN-6397","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","UN-6397","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51551","POINT (2683436.2 1250450.5)"
"UN-6398","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","UN-6398","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51552","POINT (2683444.5 1250452.4)"
"UN-6399","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","UN-6399","Kanton","0","nicht zugeordnet","6","2000","Bildschirmeingabe","51553","POINT (2683450.2 1250453.6)"
"UN-6400","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6400","Kanton","0","nicht zugeordnet","8","1985","Bildschirmeingabe","51554","POINT (2683455.8 1250450.6)"
"UN-6401","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6401","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51555","POINT (2683450 1250449.4)"
"UN-6402","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6402","Kanton","0","nicht zugeordnet","12","1985","Bildschirmeingabe","51556","POINT (2683455.8 1250446.4)"
"UN-6403","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6403","Kanton","0","nicht zugeordnet","13","1985","Bildschirmeingabe","51557","POINT (2683444.5 1250443.6)"
"UN-6404","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6404","Kanton","0","nicht zugeordnet","8","2000","Bildschirmeingabe","51558","POINT (2683467.5 1250440.2)"
"UN-6405","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Carpinus","betulus","Carpinus betulus","Gemeine Hain- oder Weissbuche","UN-6405","Kanton","4","Höhe:10-20m, Breite:<10m","9","1985","Bildschirmeingabe","51559","POINT (2683473.2 1250444)"
"UN-6406","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6406","Kanton","0","nicht zugeordnet","9","1985","Bildschirmeingabe","51560","POINT (2683469.5 1250446.9)"
"UN-6407","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","pseudoplatanus","Acer pseudoplatanus","Berg-Ahorn, Wald-Ahorn","UN-6407","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51561","POINT (2683467 1250452.5)"
"UN-6408","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6408","Kanton","0","nicht zugeordnet","12","1980","Bildschirmeingabe","51562","POINT (2683471.2 1250458)"
"UN-6411","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6411","Kanton","0","nicht zugeordnet","10","1980","Bildschirmeingabe","51563","POINT (2683477.5 1250444.9)"
"UN-6409","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6409","Kanton","0","nicht zugeordnet","10","1980","Bildschirmeingabe","51579","POINT (2683479.5 1250460.5)"
"UN-6432","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6432","Kanton","0","nicht zugeordnet","12","1985","Bildschirmeingabe","51581","POINT (2683487.8 1250459.5)"
"UN-6433","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6433","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51582","POINT (2683488.5 1250450.5)"
"UN-6434","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Tilia","x europaea","Tilia x europaea","Holländische Linde (cordata x platyphyllos)","UN-6434","Kanton","0","nicht zugeordnet","10","1990","Bildschirmeingabe","51583","POINT (2683488.8 1250444.1)"
"UN-6410","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fagus","sylvatica","Fagus sylvatica","Rotbuche","UN-6410","Kanton","0","nicht zugeordnet","13","1980","Bildschirmeingabe","51584","POINT (2683480 1250452.5)"
"UN-6435","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Fraxinus","excelsior","Fraxinus excelsior","Gemeine Esche","UN-6435","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51585","POINT (2683485 1250442.6)"
"UN-6264","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","caprea","Salix caprea","Sal-Weide","UN-6264","Kanton","0","nicht zugeordnet","10","2000","Bildschirmeingabe","51697","POINT (2683423.5 1250328.9)"
"UN-6254","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6254","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51698","POINT (2683411.2 1250331.8)"
"UN-6272","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Pinus","sylvestris","Pinus sylvestris","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","UN-6272","Kanton","0","nicht zugeordnet","11","1985","Bildschirmeingabe","51885","POINT (2683438.8 1250341.6)"
"UN-6666","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6666","Kanton","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","51886","POINT (2683458.2 1250329.1)"
"UN-6700","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6700","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51887","POINT (2683465.2 1250327.8)"
"UN-6701","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6701","Kanton","4","Höhe:10-20m, Breite:<10m","9","1990","Bildschirmeingabe","51888","POINT (2683469.2 1250329.6)"
"UN-6702","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6702","Kanton","0","nicht zugeordnet","12","1985","Bildschirmeingabe","51889","POINT (2683471.5 1250326.5)"
"UN-6665","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6665","Kanton","4","Höhe:10-20m, Breite:<10m","9","1990","Bildschirmeingabe","51890","POINT (2683457 1250325.9)"
"UN-6697","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6697","Kanton","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","51891","POINT (2683459.5 1250324.8)"
"UN-6696","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6696","Kanton","0","nicht zugeordnet","10","1985","Bildschirmeingabe","51892","POINT (2683456.5 1250321)"
"UN-6698","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6698","Kanton","0","nicht zugeordnet","5","2005","Bildschirmeingabe","51893","POINT (2683461.5 1250319.2)"
"UN-6695","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","UN-6695","Kanton","0","nicht zugeordnet","9","1995","Bildschirmeingabe","51894","POINT (2683458.8 1250311)"
"UN-6693","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6693","Kanton","4","Höhe:10-20m, Breite:<10m","8","1990","Bildschirmeingabe","51895","POINT (2683456.5 1250309.1)"
"UN-6694","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6694","Kanton","4","Höhe:10-20m, Breite:<10m","10","1995","Bildschirmeingabe","51896","POINT (2683459 1250308.1)"
"UN-6691","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6691","Kanton","0","nicht zugeordnet","8","1990","Bildschirmeingabe","51897","POINT (2683454 1250306)"
"UN-6692","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Acer","campestre","Acer campestre","Feld-Ahorn, Hecken-Ahorn","UN-6692","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51898","POINT (2683456.5 1250305.1)"
"UN-6690","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Betula","pendula","Betula pendula","Sand-Birke, Weiss-Birke","UN-6690","Kanton","4","Höhe:10-20m, Breite:<10m","7","1990","Bildschirmeingabe","51899","POINT (2683452 1250304.6)"
"UN-6689","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Salix","spec.","Salix spec.","Weide, Art unbekannt","UN-6689","Kanton","0","nicht zugeordnet","14","1990","Bildschirmeingabe","51900","POINT (2683450.5 1250300.9)"
"UN-6681","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Prunus","avium","Prunus avium","Vogel-Kirsche, Süss-Kirsche","UN-6681","Kanton","6","Obstbäume","5","2005","Bildschirmeingabe","51907","POINT (2683467.2 1250301)"
"UN-6680","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6680","Kanton","0","nicht zugeordnet","10","1990","Bildschirmeingabe","51908","POINT (2683470 1250301)"
"UN-6679","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6679","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51909","POINT (2683469 1250308.1)"
"UN-6678","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6678","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51910","POINT (2683471.2 1250306.9)"
"UN-6677","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6677","Kanton","0","nicht zugeordnet","8","1995","Bildschirmeingabe","51911","POINT (2683475 1250306.9)"
"UN-6676","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Pinus","sylvestris","Pinus sylvestris","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","UN-6676","Kanton","0","nicht zugeordnet","7","1995","Bildschirmeingabe","51912","POINT (2683475 1250312.8)"
"UN-6675","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6675","Kanton","0","nicht zugeordnet","8","1995","Bildschirmeingabe","51913","POINT (2683476 1250319)"
"UN-6674","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6674","Kanton","0","nicht zugeordnet","9","1990","Bildschirmeingabe","51914","POINT (2683481.2 1250317.8)"
"UN-6673","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Pinus","sylvestris","Pinus sylvestris","Gewöhnlicher Kiefer, Wald-Kiefer, Föhre","UN-6673","Kanton","0","nicht zugeordnet","6","1995","Bildschirmeingabe","51915","POINT (2683481.8 1250311.9)"
"UN-6672","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Sorbus","aucuparia","Sorbus aucuparia","Gemeine Eberesche, Vogelbeerbaum","UN-6672","Kanton","0","nicht zugeordnet","5","2005","Bildschirmeingabe","51916","POINT (2683489.8 1250308.6)"
"UN-6671","Parkbaum","Unterstrass","Uni Irchel, Winterthurerstr. 190","Quercus","robur","Quercus robur","Stiel-Eiche","UN-6671","Kanton","0","nicht zugeordnet","8","1990","Bildschirmeingabe","51917","POINT (2683485.8 1250306.9)"
